started_at,ended_at,duration,start_station_id,start_station_name,start_station_description,start_station_latitude,start_station_longitude,end_station_id,end_station_name,end_station_description,end_station_latitude,end_station_longitude
2021-07-22 20:15:24.165000+00:00,2021-07-22 20:23:55.215000+00:00,511,1730,East London Street,Outside St Mary's Primary School,55.95995414501485,-3.1871977585476543,1818,Dynamic Earth,"Outside Dynamic Earth, Holyrood Road",55.951089465236365,-3.17572460948655
2021-07-22 20:20:34.800000+00:00,2021-07-22 20:32:45.501000+00:00,730,248,Bristo Square,"Bristo Square, near Potterrow",55.94583371599285,-3.189053072075467,1729,McDonald Road,Next to Fire Station,55.9640310527501,-3.1851753729504253
2021-07-22 20:23:00.424000+00:00,2021-07-22 20:29:56.024000+00:00,415,248,Bristo Square,"Bristo Square, near Potterrow",55.94583371599285,-3.189053072075467,1721,Tollcross,Outside Piccolinos off Lauriston Place,55.944248052468346,-3.2031045991104747
2021-07-22 20:24:42.619000+00:00,2021-07-22 20:30:43.101000+00:00,360,1096,West Crosscauseway,On island next to Buccleuch Street,55.9438359841253,-3.1849514084976818,1727,Causewayside,Outside National Library of Scotland,55.93650603148236,-3.1801663476151134
2021-07-22 20:28:34.647000+00:00,2021-07-22 20:37:43.878000+00:00,549,1769,Brunswick Place,Corner of Elm Row/Brunswick Street,55.96085174106396,-3.180985762469163,1824,Duke Street,Junction with Easter Road,55.96901164826488,-3.16739470303429
2021-07-22 20:32:01.830000+00:00,2021-07-22 20:53:23.019000+00:00,1281,1744,Morningside Road,"Corner of Morningside Park, beside M&S",55.927985349796536,-3.209749771944871,1051,Warrender Park Road,On corner with Spottiswoode Street,55.93836921723555,-3.1980326885466184
2021-07-22 20:32:09.731000+00:00,2021-07-22 20:53:05.469000+00:00,1255,258,Stockbridge,Hamilton Place by Dean Bank Lane,55.95856558589723,-3.2080701822277433,250,Victoria Quay,Entrance to Scottish Government Office,55.977617152546344,-3.1741263194576277
2021-07-22 20:36:50.058000+00:00,2021-07-22 20:51:02.484000+00:00,852,1091,Holyrood Road,Opposite St Leonards Land,55.94955950619123,-3.180413257527789,358,Leith Walk,Leith Walk opposite Dalmeny Street,55.96517649040763,-3.1761801702076298
2021-07-22 20:47:10.340000+00:00,2021-07-22 21:03:15.251000+00:00,964,265,Meadows East,Between Melville Terrace and Sciennes,55.939809466328285,-3.182738850746432,1744,Morningside Road,"Corner of Morningside Park, beside M&S",55.927985349796536,-3.209749771944871
2021-07-22 20:53:06.760000+00:00,2021-07-22 21:28:25.217000+00:00,2118,1814,Abbeyhill,Near Abbey Mount,55.95524788917224,-3.1722162800950704,2263,Musselburgh Lidl,Musselborough North High Street opposite Harbour Road,55.94388031687606,-3.0667539162178628
2021-07-22 20:55:11.808000+00:00,2021-07-22 21:09:09.408000+00:00,837,289,Castle Street,Near Rose Street,55.951500737349754,-3.2031839065252825,265,Meadows East,Between Melville Terrace and Sciennes,55.939809466328285,-3.182738850746432
2021-07-22 20:58:55.415000+00:00,2021-07-22 21:07:29.030000+00:00,513,1818,Dynamic Earth,"Outside Dynamic Earth, Holyrood Road",55.951089465236365,-3.17572460948655,1730,East London Street,Outside St Mary's Primary School,55.95995414501485,-3.1871977585476543
2021-07-22 21:09:10.910000+00:00,2021-07-22 21:32:53.057000+00:00,1422,1765,Haymarket Terrace,Corner of Magdala Crescent,55.946063966641006,-3.2230240243595745,1744,Morningside Road,"Corner of Morningside Park, beside M&S",55.927985349796536,-3.209749771944871
2021-07-22 21:11:05.069000+00:00,2021-07-22 21:23:04.087000+00:00,719,1749,Dean Street,Corner of Dean Park Mews,55.957278012740645,-3.2142853873890544,1821,Drumsheugh Place,Corner with Drumsheugh Gardens,55.95159412232485,-3.2123542850940225
2021-07-22 21:15:12.146000+00:00,2021-07-22 21:29:07.812000+00:00,835,249,Fountainbridge,Fountainbridge by Gardner's Crescent,55.94335692764551,-3.2092475016246453,1757,Meggetland,Meggetland Sports Complex,55.92758664038103,-3.2336710530441906
2021-07-22 21:20:53.499000+00:00,2021-07-22 21:59:13.492000+00:00,2299,1754,Murrayfield Tram,Next to Murrayfield Tram Station,55.94191081116495,-3.2378003138226177,1754,Murrayfield Tram,Next to Murrayfield Tram Station,55.94191081116495,-3.2378003138226177
2021-07-22 21:31:31.916000+00:00,2021-07-22 21:39:45.249000+00:00,493,1096,West Crosscauseway,On island next to Buccleuch Street,55.9438359841253,-3.1849514084976818,1096,West Crosscauseway,On island next to Buccleuch Street,55.9438359841253,-3.1849514084976818
2021-07-22 21:41:17.054000+00:00,2021-07-22 22:02:55.368000+00:00,1298,1818,Dynamic Earth,"Outside Dynamic Earth, Holyrood Road",55.951089465236365,-3.17572460948655,246,Royal Commonwealth Pool,Royal Commonwealth Pool Entrance,55.939000247888764,-3.173923554315593
2021-07-22 21:44:30.345000+00:00,2021-07-22 21:57:52.905000+00:00,802,1038,South Trinity Road,Corner of South Trinity Road and Ferry Road,55.97132539148155,-3.207963567424258,1824,Duke Street,Junction with Easter Road,55.96901164826488,-3.16739470303429
2021-07-22 21:56:03.987000+00:00,2021-07-22 22:12:41.275000+00:00,997,289,Castle Street,Near Rose Street,55.951500737349754,-3.2031839065252825,1028,Hunter Square,In Hunter Square next to Tron Kirk,55.949797565633276,-3.1877950320129003
2021-07-22 21:57:16.079000+00:00,2021-07-22 22:12:55.130000+00:00,939,289,Castle Street,Near Rose Street,55.951500737349754,-3.2031839065252825,1028,Hunter Square,In Hunter Square next to Tron Kirk,55.949797565633276,-3.1877950320129003
2021-07-22 21:57:50.827000+00:00,2021-07-22 22:12:36.556000+00:00,885,289,Castle Street,Near Rose Street,55.951500737349754,-3.2031839065252825,1028,Hunter Square,In Hunter Square next to Tron Kirk,55.949797565633276,-3.1877950320129003
2021-07-22 22:02:39.201000+00:00,2021-07-22 22:08:24.655000+00:00,345,1093,Belford Road,Outside Scottish National Gallery of Modern Art,55.95197357717703,-3.226124804664096,1102,Haymarket Station,Haymarket Station,55.94556945067266,-3.21818468327956
2021-07-22 22:07:35.023000+00:00,2021-07-23 00:45:16.296000+00:00,9461,264,Pollock Halls,Pollock Halls Entrance,55.94008064125911,-3.171746866852459,1090,Hillside Crescent,East end of Hillside Crescent,55.95787194536338,-3.1758883709196652
2021-07-22 22:08:54.010000+00:00,2021-07-22 22:16:33.395000+00:00,459,1769,Brunswick Place,Corner of Elm Row/Brunswick Street,55.96085174106396,-3.180985762469163,1729,McDonald Road,Next to Fire Station,55.9640310527501,-3.1851753729504253
2021-07-22 22:12:54.676000+00:00,2021-07-22 23:28:24.334000+00:00,4529,265,Meadows East,Between Melville Terrace and Sciennes,55.939809466328285,-3.182738850746432,265,Meadows East,Between Melville Terrace and Sciennes,55.939809466328285,-3.182738850746432
2021-07-22 22:23:45.979000+00:00,2021-07-22 23:33:33.878000+00:00,4187,248,Bristo Square,"Bristo Square, near Potterrow",55.94583371599285,-3.189053072075467,1096,West Crosscauseway,On island next to Buccleuch Street,55.9438359841253,-3.1849514084976818
2021-07-22 22:40:17.753000+00:00,2021-07-22 22:46:17.230000+00:00,359,1729,McDonald Road,Next to Fire Station,55.9640310527501,-3.1851753729504253,1090,Hillside Crescent,East end of Hillside Crescent,55.95787194536338,-3.1758883709196652
2021-07-22 22:51:29.605000+00:00,2021-07-22 23:07:21.674000+00:00,952,1824,Duke Street,Junction with Easter Road,55.96901164826488,-3.16739470303429,1728,Portobello - Kings Road,Foot of Kings Road next to the promenade,55.957915406923476,-3.1183320420902874
2021-07-22 22:59:44.098000+00:00,2021-07-23 00:44:29+00:00,6284,1090,Hillside Crescent,East end of Hillside Crescent,55.95787194536338,-3.1758883709196652,1090,Hillside Crescent,East end of Hillside Crescent,55.95787194536338,-3.1758883709196652
2021-07-22 23:08:07.470000+00:00,2021-07-22 23:18:24.194000+00:00,616,1821,Drumsheugh Place,Corner with Drumsheugh Gardens,55.95159412232485,-3.2123542850940225,1756,Western General Hospital,Porterfield Road,55.96283984266853,-3.234135938375289
2021-07-22 23:09:20.872000+00:00,2021-07-22 23:58:15.884000+00:00,2935,250,Victoria Quay,Entrance to Scottish Government Office,55.977617152546344,-3.1741263194576277,1744,Morningside Road,"Corner of Morningside Park, beside M&S",55.927985349796536,-3.209749771944871
2021-07-22 23:09:53.613000+00:00,2021-07-22 23:34:46.929000+00:00,1493,250,Victoria Quay,Entrance to Scottish Government Office,55.977617152546344,-3.1741263194576277,258,Stockbridge,Hamilton Place by Dean Bank Lane,55.95856558589723,-3.2080701822277433
2021-07-22 23:10:09.548000+00:00,2021-07-22 23:35:02.504000+00:00,1492,250,Victoria Quay,Entrance to Scottish Government Office,55.977617152546344,-3.1741263194576277,258,Stockbridge,Hamilton Place by Dean Bank Lane,55.95856558589723,-3.2080701822277433
2021-07-22 23:15:42.684000+00:00,2021-07-22 23:45:16.428000+00:00,1773,1767,Bruntsfield Links,Corner of Bruntsfield Links next to Public Toilets,55.937123239991095,-3.206431879393449,1744,Morningside Road,"Corner of Morningside Park, beside M&S",55.927985349796536,-3.209749771944871
2021-07-22 23:22:59.923000+00:00,2021-07-22 23:39:59.700000+00:00,1019,1102,Haymarket Station,Haymarket Station,55.94556945067266,-3.21818468327956,253,Kings Building 2,Sanderson Building,55.92320215516664,-3.1716462453634904
2021-07-22 23:26:06.523000+00:00,2021-07-22 23:41:04.662000+00:00,898,1721,Tollcross,Outside Piccolinos off Lauriston Place,55.944248052468346,-3.2031045991104747,1814,Abbeyhill,Near Abbey Mount,55.95524788917224,-3.1722162800950704
2021-07-22 23:26:11.775000+00:00,2021-07-22 23:48:25.889000+00:00,1334,1721,Tollcross,Outside Piccolinos off Lauriston Place,55.944248052468346,-3.2031045991104747,358,Leith Walk,Leith Walk opposite Dalmeny Street,55.96517649040763,-3.1761801702076298
2021-07-22 23:27:35.033000+00:00,2021-07-23 00:42:37.010000+00:00,4501,1025,Dundee Terrace,Corner of Dundee Street & Dundee Terrace,55.93970989541296,-3.2205889336679547,1025,Dundee Terrace,Corner of Dundee Street & Dundee Terrace,55.93970989541296,-3.2205889336679547
2021-07-22 23:27:36.816000+00:00,2021-07-23 01:11:36.296000+00:00,6239,1025,Dundee Terrace,Corner of Dundee Street & Dundee Terrace,55.93970989541296,-3.2205889336679547,1757,Meggetland,Meggetland Sports Complex,55.92758664038103,-3.2336710530441906
2021-07-22 23:48:57.012000+00:00,2021-07-22 23:56:28.238000+00:00,451,259,St Andrew Square,North East corner,55.95490573198223,-3.192443756949956,2259,Leith Walk North,Next to Allander House,55.96791807044289,-3.1735862970647304
2021-07-23 00:01:50.329000+00:00,2021-07-23 00:12:28.177000+00:00,637,265,Meadows East,Between Melville Terrace and Sciennes,55.939809466328285,-3.182738850746432,1051,Warrender Park Road,On corner with Spottiswoode Street,55.93836921723555,-3.1980326885466184
2021-07-23 00:10:25.020000+00:00,2021-07-23 00:22:58.583000+00:00,753,1028,Hunter Square,In Hunter Square next to Tron Kirk,55.949797565633276,-3.1877950320129003,2259,Leith Walk North,Next to Allander House,55.96791807044289,-3.1735862970647304
2021-07-23 00:11:21.839000+00:00,2021-07-23 00:37:41.558000+00:00,1579,246,Royal Commonwealth Pool,Royal Commonwealth Pool Entrance,55.939000247888764,-3.173923554315593,265,Meadows East,Between Melville Terrace and Sciennes,55.939809466328285,-3.182738850746432
2021-07-23 00:12:39.334000+00:00,2021-07-23 00:15:59.957000+00:00,200,1102,Haymarket Station,Haymarket Station,55.94556945067266,-3.21818468327956,1738,Wester Coates Terrace,Junction with Roseburn Terrace,55.94564841884953,-3.2318471509140636
2021-07-23 00:19:27.525000+00:00,2021-07-23 00:30:13.642000+00:00,646,1052,Surgeons Hall,East side of Nicolson Street,55.94664279961712,-3.1854745859388913,1824,Duke Street,Junction with Easter Road,55.96901164826488,-3.16739470303429
2021-07-23 00:39:48.663000+00:00,2021-07-23 00:42:54.458000+00:00,185,1096,West Crosscauseway,On island next to Buccleuch Street,55.9438359841253,-3.1849514084976818,265,Meadows East,Between Melville Terrace and Sciennes,55.939809466328285,-3.182738850746432
2021-07-23 00:58:11.778000+00:00,2021-07-23 01:09:36.389000+00:00,684,1720,Dundas Street,On corner of Henderson Row,55.9607624081837,-3.201278014771333,1824,Duke Street,Junction with Easter Road,55.96901164826488,-3.16739470303429
2021-07-23 01:01:55.236000+00:00,2021-07-23 01:26:02.109000+00:00,1446,247,Charlotte Square,North Corner of Charlotte Square,55.95233546161639,-3.2071011721072864,1824,Duke Street,Junction with Easter Road,55.96901164826488,-3.16739470303429
2021-07-23 01:10:07.139000+00:00,2021-07-23 02:13:43.234000+00:00,3816,1757,Meggetland,Meggetland Sports Complex,55.92758664038103,-3.2336710530441906,265,Meadows East,Between Melville Terrace and Sciennes,55.939809466328285,-3.182738850746432
2021-07-23 01:32:44.294000+00:00,2021-07-23 01:41:42.058000+00:00,537,1729,McDonald Road,Next to Fire Station,55.9640310527501,-3.1851753729504253,1824,Duke Street,Junction with Easter Road,55.96901164826488,-3.16739470303429
2021-07-23 01:49:02.015000+00:00,2021-07-23 01:53:28.765000+00:00,266,265,Meadows East,Between Melville Terrace and Sciennes,55.939809466328285,-3.182738850746432,1096,West Crosscauseway,On island next to Buccleuch Street,55.9438359841253,-3.1849514084976818
2021-07-23 01:58:56.988000+00:00,2021-07-23 02:34:51.932000+00:00,2154,1050,EICC,Outside Edinburgh International Conference Centre,55.94607055533778,-3.2103963310007657,250,Victoria Quay,Entrance to Scottish Government Office,55.977617152546344,-3.1741263194576277
2021-07-23 02:31:04.130000+00:00,2021-07-23 02:43:52.872000+00:00,768,296,Castle Terrace,Corner of Castle Terrace and Lady Lawson St,55.94676648672239,-3.2020378290551434,1091,Holyrood Road,Opposite St Leonards Land,55.94955950619123,-3.180413257527789
2021-07-23 03:28:36.909000+00:00,2021-07-23 03:33:16.442000+00:00,279,1730,East London Street,Outside St Mary's Primary School,55.95995414501485,-3.1871977585476543,1090,Hillside Crescent,East end of Hillside Crescent,55.95787194536338,-3.1758883709196652
2021-07-23 04:37:39.711000+00:00,2021-07-23 04:49:39.634000+00:00,719,1091,Holyrood Road,Opposite St Leonards Land,55.94955950619123,-3.180413257527789,1824,Duke Street,Junction with Easter Road,55.96901164826488,-3.16739470303429
2021-07-23 05:50:46.529000+00:00,2021-07-23 05:56:56.173000+00:00,369,246,Royal Commonwealth Pool,Royal Commonwealth Pool Entrance,55.939000247888764,-3.173923554315593,1091,Holyrood Road,Opposite St Leonards Land,55.94955950619123,-3.180413257527789
2021-07-23 05:54:33.585000+00:00,2021-07-23 06:08:14.659000+00:00,821,358,Leith Walk,Leith Walk opposite Dalmeny Street,55.96517649040763,-3.1761801702076298,1737,Inverleith Row,Corner with Inverleith Terrace,55.964117879889585,-3.2020947474163677
2021-07-23 05:54:35.558000+00:00,2021-07-23 05:59:35.790000+00:00,300,1028,Hunter Square,In Hunter Square next to Tron Kirk,55.949797565633276,-3.1877950320129003,262,Canonmills,near Tesco's,55.96280408759764,-3.196283585062929
2021-07-23 06:06:53.955000+00:00,2021-07-23 06:21:54.017000+00:00,900,262,Canonmills,near Tesco's,55.96280408759764,-3.196283585062929,1824,Duke Street,Junction with Easter Road,55.96901164826488,-3.16739470303429
2021-07-23 06:19:41.072000+00:00,2021-07-23 06:31:20.897000+00:00,699,1744,Morningside Road,"Corner of Morningside Park, beside M&S",55.927985349796536,-3.209749771944871,1102,Haymarket Station,Haymarket Station,55.94556945067266,-3.21818468327956
2021-07-23 06:26:35.430000+00:00,2021-07-23 06:33:59.568000+00:00,444,1745,Scotland Street,Corner with Royal Crescent,55.96037972054591,-3.1954703369027584,1763,Comely Bank Road,Outside Raeburn Place Sports Ground,55.95941012836135,-3.2156613606136943
2021-07-23 06:33:52.866000+00:00,2021-07-23 06:49:34.182000+00:00,941,1737,Inverleith Row,Corner with Inverleith Terrace,55.964117879889585,-3.2020947474163677,2259,Leith Walk North,Next to Allander House,55.96791807044289,-3.1735862970647304
2021-07-23 07:00:43.895000+00:00,2021-07-23 07:12:04.845000+00:00,680,265,Meadows East,Between Melville Terrace and Sciennes,55.939809466328285,-3.182738850746432,249,Fountainbridge,Fountainbridge by Gardner's Crescent,55.94335692764551,-3.2092475016246453
2021-07-23 07:05:07.459000+00:00,2021-07-23 07:23:15.726000+00:00,1088,1737,Inverleith Row,Corner with Inverleith Terrace,55.964117879889585,-3.2020947474163677,1767,Bruntsfield Links,Corner of Bruntsfield Links next to Public Toilets,55.937123239991095,-3.206431879393449
2021-07-23 07:08:50.884000+00:00,2021-07-23 07:19:35.340000+00:00,644,259,St Andrew Square,North East corner,55.95490573198223,-3.192443756949956,1721,Tollcross,Outside Piccolinos off Lauriston Place,55.944248052468346,-3.2031045991104747
2021-07-23 07:16:09.138000+00:00,2021-07-23 07:42:39.077000+00:00,1589,1093,Belford Road,Outside Scottish National Gallery of Modern Art,55.95197357717703,-3.226124804664096,1038,South Trinity Road,Corner of South Trinity Road and Ferry Road,55.97132539148155,-3.207963567424258
2021-07-23 07:16:41.577000+00:00,2021-07-23 07:28:37.014000+00:00,715,1102,Haymarket Station,Haymarket Station,55.94556945067266,-3.21818468327956,1720,Dundas Street,On corner of Henderson Row,55.9607624081837,-3.201278014771333
2021-07-23 07:21:18.040000+00:00,2021-07-23 07:34:44.099000+00:00,806,1098,Marchmont Crescent,Corner of Marchmont Road,55.936431918148195,-3.194150044314256,1821,Drumsheugh Place,Corner with Drumsheugh Gardens,55.95159412232485,-3.2123542850940225
2021-07-23 07:35:58.902000+00:00,2021-07-23 07:44:24.191000+00:00,505,1727,Causewayside,Outside National Library of Scotland,55.93650603148236,-3.1801663476151134,1721,Tollcross,Outside Piccolinos off Lauriston Place,55.944248052468346,-3.2031045991104747
2021-07-23 07:40:52.306000+00:00,2021-07-23 07:46:36.610000+00:00,344,1767,Bruntsfield Links,Corner of Bruntsfield Links next to Public Toilets,55.937123239991095,-3.206431879393449,265,Meadows East,Between Melville Terrace and Sciennes,55.939809466328285,-3.182738850746432
2021-07-23 07:47:04.887000+00:00,2021-07-23 07:57:46.848000+00:00,641,249,Fountainbridge,Fountainbridge by Gardner's Crescent,55.94335692764551,-3.2092475016246453,1809,Royal Edinburgh Hospital,Next to Kennedy Tower,55.92781815597736,-3.2133077222032247
2021-07-23 07:47:53.849000+00:00,2021-07-23 08:03:57.867000+00:00,964,1814,Abbeyhill,Near Abbey Mount,55.95524788917224,-3.1722162800950704,1050,EICC,Outside Edinburgh International Conference Centre,55.94607055533778,-3.2103963310007657
2021-07-23 07:50:26.219000+00:00,2021-07-23 08:07:46.716000+00:00,1040,253,Kings Building 2,Sanderson Building,55.92320215516664,-3.1716462453634904,189,City Chambers,City Chambers Quadrangle,55.95010933017899,-3.190257770093808
2021-07-23 07:54:31.441000+00:00,2021-07-23 08:07:32.670000+00:00,781,1730,East London Street,Outside St Mary's Primary School,55.95995414501485,-3.1871977585476543,247,Charlotte Square,North Corner of Charlotte Square,55.95233546161639,-3.2071011721072864
2021-07-23 08:00:51.278000+00:00,2021-07-23 08:14:49.807000+00:00,838,247,Charlotte Square,North Corner of Charlotte Square,55.95233546161639,-3.2071011721072864,1769,Brunswick Place,Corner of Elm Row/Brunswick Street,55.96085174106396,-3.180985762469163
2021-07-23 08:08:13.703000+00:00,2021-07-23 08:39:10.104000+00:00,1856,265,Meadows East,Between Melville Terrace and Sciennes,55.939809466328285,-3.182738850746432,1727,Causewayside,Outside National Library of Scotland,55.93650603148236,-3.1801663476151134
2021-07-23 08:13:59.002000+00:00,2021-07-23 08:28:07.974000+00:00,848,265,Meadows East,Between Melville Terrace and Sciennes,55.939809466328285,-3.182738850746432,254,Kings Building 3,Kings Building House,55.923478807846635,-3.1753845849070785
2021-07-23 08:19:22.559000+00:00,2021-07-23 08:33:20.793000+00:00,838,250,Victoria Quay,Entrance to Scottish Government Office,55.977617152546344,-3.1741263194576277,2268,Picardy Place,Outside Omni Centre,55.95653524179326,-3.1862476120746805
2021-07-23 08:21:41.702000+00:00,2021-07-23 08:35:52.760000+00:00,851,1720,Dundas Street,On corner of Henderson Row,55.9607624081837,-3.201278014771333,2268,Picardy Place,Outside Omni Centre,55.95653524179326,-3.1862476120746805
2021-07-23 08:39:17.910000+00:00,2021-07-23 09:22:39.452000+00:00,2601,1807,Gamekeeper's Road,Junction with Whitehouse Road,55.969442746098885,-3.3072587984723745,1807,Gamekeeper's Road,Junction with Whitehouse Road,55.969442746098885,-3.3072587984723745
2021-07-23 08:56:31.607000+00:00,2021-07-23 09:17:03.833000+00:00,1232,265,Meadows East,Between Melville Terrace and Sciennes,55.939809466328285,-3.182738850746432,1093,Belford Road,Outside Scottish National Gallery of Modern Art,55.95197357717703,-3.226124804664096
2021-07-23 08:58:29.412000+00:00,2021-07-23 09:10:11.358000+00:00,701,265,Meadows East,Between Melville Terrace and Sciennes,55.939809466328285,-3.182738850746432,254,Kings Building 3,Kings Building House,55.923478807846635,-3.1753845849070785
2021-07-23 08:59:47.572000+00:00,2021-07-23 09:23:18.021000+00:00,1410,358,Leith Walk,Leith Walk opposite Dalmeny Street,55.96517649040763,-3.1761801702076298,1728,Portobello - Kings Road,Foot of Kings Road next to the promenade,55.957915406923476,-3.1183320420902874
2021-07-23 09:07:37.648000+00:00,2021-07-23 10:15:22.758000+00:00,4065,189,City Chambers,City Chambers Quadrangle,55.95010933017899,-3.190257770093808,189,City Chambers,City Chambers Quadrangle,55.95010933017899,-3.190257770093808
2021-07-23 09:07:42.725000+00:00,2021-07-23 10:12:09.520000+00:00,3866,189,City Chambers,City Chambers Quadrangle,55.95010933017899,-3.190257770093808,189,City Chambers,City Chambers Quadrangle,55.95010933017899,-3.190257770093808
2021-07-23 09:11:28.048000+00:00,2021-07-23 09:21:37.956000+00:00,609,264,Pollock Halls,Pollock Halls Entrance,55.94008064125911,-3.171746866852459,251,Waverley Station,Platform level near Calton Road Exit,55.952641035774384,-3.187526919462357
2021-07-23 09:15:07.167000+00:00,2021-07-23 10:05:01.259000+00:00,2994,258,Stockbridge,Hamilton Place by Dean Bank Lane,55.95856558589723,-3.2080701822277433,1720,Dundas Street,On corner of Henderson Row,55.9607624081837,-3.201278014771333
2021-07-23 09:23:55.365000+00:00,2021-07-23 09:36:13.103000+00:00,737,1096,West Crosscauseway,On island next to Buccleuch Street,55.9438359841253,-3.1849514084976818,253,Kings Building 2,Sanderson Building,55.92320215516664,-3.1716462453634904
2021-07-23 09:29:32.578000+00:00,2021-07-23 09:55:03.269000+00:00,1530,1757,Meggetland,Meggetland Sports Complex,55.92758664038103,-3.2336710530441906,1819,Heriot Watt - Edinburgh Business School,Outside Edinburgh Business School,55.9088228790413,-3.320113285176247
2021-07-23 09:31:04.550000+00:00,2021-07-23 11:27:12.690000+00:00,6968,1739,Edinburgh Royal Infirmary,Front of new Sick Kids Hospital,55.92135417116336,-3.1369712992544976,1739,Edinburgh Royal Infirmary,Front of new Sick Kids Hospital,55.92135417116336,-3.1369712992544976
2021-07-23 09:41:14.808000+00:00,2021-07-23 11:05:12.908000+00:00,5038,1818,Dynamic Earth,"Outside Dynamic Earth, Holyrood Road",55.951089465236365,-3.17572460948655,1102,Haymarket Station,Haymarket Station,55.94556945067266,-3.21818468327956
2021-07-23 09:47:14.846000+00:00,2021-07-23 10:05:31.923000+00:00,1097,1721,Tollcross,Outside Piccolinos off Lauriston Place,55.944248052468346,-3.2031045991104747,1720,Dundas Street,On corner of Henderson Row,55.9607624081837,-3.201278014771333
2021-07-23 09:51:39.353000+00:00,2021-07-23 11:22:33.767000+00:00,5454,1728,Portobello - Kings Road,Foot of Kings Road next to the promenade,55.957915406923476,-3.1183320420902874,1798,Chambers Street,Outside National Museum,55.94760044619224,-3.1889197367352153
2021-07-23 09:52:18.278000+00:00,2021-07-23 11:23:26.240000+00:00,5467,1728,Portobello - Kings Road,Foot of Kings Road next to the promenade,55.957915406923476,-3.1183320420902874,1798,Chambers Street,Outside National Museum,55.94760044619224,-3.1889197367352153
2021-07-23 10:05:23.453000+00:00,2021-07-23 10:26:26.505000+00:00,1263,1025,Dundee Terrace,Corner of Dundee Street & Dundee Terrace,55.93970989541296,-3.2205889336679547,253,Kings Building 2,Sanderson Building,55.92320215516664,-3.1716462453634904
2021-07-23 10:05:28.289000+00:00,2021-07-23 10:51:08.783000+00:00,2740,265,Meadows East,Between Melville Terrace and Sciennes,55.939809466328285,-3.182738850746432,1728,Portobello - Kings Road,Foot of Kings Road next to the promenade,55.957915406923476,-3.1183320420902874
2021-07-23 10:08:29.666000+00:00,2021-07-23 10:51:31.846000+00:00,2582,265,Meadows East,Between Melville Terrace and Sciennes,55.939809466328285,-3.182738850746432,1728,Portobello - Kings Road,Foot of Kings Road next to the promenade,55.957915406923476,-3.1183320420902874
2021-07-23 10:08:35.815000+00:00,2021-07-23 10:27:37.648000+00:00,1141,1728,Portobello - Kings Road,Foot of Kings Road next to the promenade,55.957915406923476,-3.1183320420902874,1769,Brunswick Place,Corner of Elm Row/Brunswick Street,55.96085174106396,-3.180985762469163
2021-07-23 10:20:23.105000+00:00,2021-07-23 10:36:06.536000+00:00,943,247,Charlotte Square,North Corner of Charlotte Square,55.95233546161639,-3.2071011721072864,2268,Picardy Place,Outside Omni Centre,55.95653524179326,-3.1862476120746805
2021-07-23 10:20:29.988000+00:00,2021-07-23 10:36:30.692000+00:00,960,247,Charlotte Square,North Corner of Charlotte Square,55.95233546161639,-3.2071011721072864,2268,Picardy Place,Outside Omni Centre,55.95653524179326,-3.1862476120746805
2021-07-23 10:29:09.340000+00:00,2021-07-23 11:20:23.772000+00:00,3074,1763,Comely Bank Road,Outside Raeburn Place Sports Ground,55.95941012836135,-3.2156613606136943,1722,Cramond Foreshore,Near Cramond Beach,55.980030767403164,-3.300641788832536
2021-07-23 10:29:17.197000+00:00,2021-07-23 11:20:48.117000+00:00,3090,1763,Comely Bank Road,Outside Raeburn Place Sports Ground,55.95941012836135,-3.2156613606136943,1722,Cramond Foreshore,Near Cramond Beach,55.980030767403164,-3.300641788832536
2021-07-23 10:29:33.398000+00:00,2021-07-23 11:08:47.868000+00:00,2354,1748,Colinton Road,Near Napier University Merchiston Campus,55.933416359161036,-3.21239711224257,1818,Dynamic Earth,"Outside Dynamic Earth, Holyrood Road",55.951089465236365,-3.17572460948655
2021-07-23 10:29:40.915000+00:00,2021-07-23 11:09:22.640000+00:00,2381,1748,Colinton Road,Near Napier University Merchiston Campus,55.933416359161036,-3.21239711224257,1818,Dynamic Earth,"Outside Dynamic Earth, Holyrood Road",55.951089465236365,-3.17572460948655
2021-07-23 10:44:28.283000+00:00,2021-07-23 12:14:40.884000+00:00,5412,1051,Warrender Park Road,On corner with Spottiswoode Street,55.93836921723555,-3.1980326885466184,1051,Warrender Park Road,On corner with Spottiswoode Street,55.93836921723555,-3.1980326885466184
2021-07-23 10:48:03.153000+00:00,2021-07-23 10:53:31.535000+00:00,328,1744,Morningside Road,"Corner of Morningside Park, beside M&S",55.927985349796536,-3.209749771944871,1744,Morningside Road,"Corner of Morningside Park, beside M&S",55.927985349796536,-3.209749771944871
2021-07-23 10:51:03.950000+00:00,2021-07-23 11:08:38.625000+00:00,1054,1769,Brunswick Place,Corner of Elm Row/Brunswick Street,55.96085174106396,-3.180985762469163,1769,Brunswick Place,Corner of Elm Row/Brunswick Street,55.96085174106396,-3.180985762469163
2021-07-23 10:51:56.590000+00:00,2021-07-23 11:07:19.741000+00:00,923,1767,Bruntsfield Links,Corner of Bruntsfield Links next to Public Toilets,55.937123239991095,-3.206431879393449,1102,Haymarket Station,Haymarket Station,55.94556945067266,-3.21818468327956
